Libraries,Statistics,Basic maths,supervised algorithms,unsupervised algorithms,semi-supervised algorithms,reinforced algorithm,ML score
0,0,0,1,1,1,1,77.77
0,0,0,1,0,0,1,73.52
1,0,1,1,0,1,0,76.96
1,0,1,1,1,0,1,83.64
1,1,1,0,1,1,1,76.55
0,1,0,0,0,1,1,77.34
1,1,0,0,1,1,0,83.96
0,0,1,0,1,0,1,66.96
0,1,1,1,1,0,1,72.93
0,0,0,1,1,1,1,77.34
0,1,0,0,1,1,0,79.8
1,0,1,1,0,1,0,74.93
0,0,1,1,0,0,1,81.62
0,1,0,0,1,0,1,77.14
1,1,0,1,0,1,0,76.7
0,0,1,1,1,1,1,78.46
0,0,1,0,1,0,1,83.4
1,0,1,1,0,1,0,89.31
1,0,0,1,1,1,1,77.16
0,1,1,1,0,0,1,74.66
0,1,1,0,1,0,0,66.78
0,0,0,0,0,1,1,75.31
0,0,1,0,0,0,0,74.41
1,0,0,0,0,1,1,84.18
1,0,0,0,1,1,1,73.24
1,0,0,1,0,1,1,77.95
0,1,1,0,1,0,0,73.19
1,1,0,1,0,1,1,80.25
0,1,1,0,1,1,0,79.1
1,0,1,0,1,0,0,74.38
0,1,0,1,1,1,0,75.47
1,1,1,1,1,0,0,81.7
0,1,0,0,0,0,0,80.36
0,1,1,0,0,0,1,82.51
0,1,1,0,1,0,1,71.48
0,0,1,0,0,0,0,79.17
1,0,1,1,0,0,0,87.17
0,1,0,0,0,1,0,81.15
0,0,1,0,0,0,1,78.51
1,0,1,1,0,0,1,62.93
0,1,1,0,1,0,0,79.41
1,0,1,0,1,0,0,73.39
1,1,0,0,0,0,0,72.57
1,0,0,0,0,0,0,72.54
0,1,1,0,1,1,1,78.67
1,0,0,1,1,1,1,71.66
0,0,1,0,0,1,1,69.35
1,1,0,1,0,1,1,82.97
0,1,1,0,0,1,1,74.62
0,0,1,0,1,1,0,74.44
1,1,1,0,0,1,0,71.8
1,1,1,0,1,0,0,82.12
0,0,1,0,0,0,1,79.92
1,1,0,1,1,0,1,78.52
0,1,0,0,1,1,1,78.31
0,0,0,0,1,0,1,77.67
1,0,1,0,1,1,1,73.48
0,1,0,1,1,0,0,79.7
0,0,0,1,0,0,0,73.14
0,0,1,1,1,0,0,77.35
1,1,0,1,1,0,1,81.35
0,1,1,1,1,1,1,73.77
1,0,0,0,0,0,1,84.26
1,1,0,1,1,0,1,82.6
1,0,1,0,0,0,0,72.26
1,1,0,1,0,0,0,77.12
1,0,1,1,1,1,0,82.7
1,1,0,1,1,0,0,78.93
1,1,0,1,1,1,1,77.12
1,0,1,0,1,1,1,81.29
1,0,0,0,1,0,1,69.55
1,1,0,1,1,0,0,70.4
0,1,0,1,1,1,1,74.33
1,0,0,0,0,0,1,73.33
1,0,0,0,1,1,0,76.06
1,0,0,0,1,0,1,76.25
0,1,0,1,1,1,0,69.75
1,1,0,1,1,0,0,77.55
1,0,0,1,0,1,0,72.89
0,0,0,1,1,0,0,81.4
0,1,1,0,1,1,0,75.63
0,1,0,1,0,1,0,79.98
1,1,1,0,1,0,1,75.76
0,1,0,1,0,1,1,78.23
0,0,1,0,0,1,1,77.11
1,1,0,1,0,1,1,73.92
0,0,1,1,1,0,0,82.33
0,1,1,1,1,1,1,83.04
0,0,1,0,0,0,0,80.86
0,0,1,1,0,1,1,85.07
1,1,0,1,1,0,1,74.9
1,0,1,1,1,1,1,87.06
1,0,1,0,1,0,1,76.0
1,1,1,0,1,0,0,78.94
1,0,0,1,0,1,0,66.2
1,0,1,1,0,1,0,75.21
1,1,0,1,1,1,1,74.59
1,0,1,1,1,1,0,77.17
0,1,0,1,0,0,1,75.3
0,0,0,0,1,0,0,87.88
1,0,0,0,0,1,1,68.92
1,0,1,1,1,1,0,77.84
0,0,0,1,1,0,0,68.76
0,0,0,1,0,0,0,78.56
1,0,0,1,0,0,0,80.31
1,0,0,0,0,1,1,74.81
0,0,1,1,1,0,1,75.8
0,1,1,0,1,0,0,77.15
1,0,1,0,0,1,1,91.11
1,0,0,1,0,0,1,74.78
1,1,1,1,0,0,0,82.75
1,0,0,0,0,0,1,76.14
1,0,1,1,1,1,0,80.92
1,1,1,1,0,0,0,71.3
1,1,1,1,1,1,1,73.65
1,0,0,0,0,0,1,76.54
1,1,1,0,1,0,0,85.45
0,1,0,0,1,0,0,81.2
0,0,0,1,1,1,0,75.15
1,0,1,0,1,0,1,77.36
1,1,0,0,1,0,1,74.19
0,0,1,0,0,1,1,75.67
1,0,0,1,1,0,0,78.67
1,1,0,0,1,1,1,74.01
1,1,0,1,0,0,0,72.6
1,0,1,0,0,0,0,80.01
1,1,0,0,1,1,0,79.24
0,0,1,0,0,1,1,81.92
0,1,0,0,1,1,1,73.33
0,0,0,1,1,1,1,78.37
1,1,0,1,0,1,1,77.25
1,0,1,1,1,1,0,85.6
0,0,0,0,1,1,0,86.39
1,1,1,0,1,1,0,73.23
1,1,0,0,0,0,1,79.72
0,1,1,0,0,1,1,68.65
0,0,1,0,1,0,0,86.57
0,1,1,0,1,0,0,73.46
1,1,0,1,0,1,1,77.62
0,1,1,1,1,1,1,77.1
0,0,0,0,0,0,0,80.82
1,1,1,1,1,1,1,85.95
0,0,1,1,1,0,1,88.2
0,1,1,1,1,0,1,79.19
0,0,1,0,1,0,0,89.2
1,1,0,1,0,1,1,73.49
1,0,0,1,0,1,0,67.9
0,0,0,0,1,0,1,78.1
0,0,1,0,1,0,0,75.51
1,1,0,1,1,1,0,87.84
0,1,0,1,0,0,1,82.61
0,1,1,1,0,0,0,80.56
0,0,1,0,1,0,0,77.94
1,1,0,1,1,1,1,74.07
1,0,1,1,1,1,0,79.22
0,1,0,0,1,1,0,79.89
0,0,1,1,0,0,1,83.01
0,0,0,1,1,1,0,83.5
0,0,1,0,0,0,0,78.55
1,0,1,0,1,1,0,83.35
1,1,1,0,0,0,1,79.54
0,0,0,0,0,1,1,80.13
1,1,0,1,0,1,0,88.64
1,0,1,0,0,0,1,74.82
0,1,1,1,0,1,1,76.58
0,0,0,0,0,1,0,84.25
1,0,0,0,1,0,1,75.02
1,0,0,1,1,0,0,69.06
1,0,1,0,1,1,1,74.04
0,0,0,0,1,1,1,89.42
0,1,0,1,1,1,0,80.83
0,0,0,0,0,0,0,70.07
1,1,0,1,1,1,0,70.39
1,0,0,1,0,0,1,81.1
0,1,1,1,0,1,0,77.65
0,1,1,0,0,1,1,79.72
1,1,0,0,1,1,0,72.34
0,0,0,1,0,0,1,77.35
1,0,0,0,0,0,0,75.6
1,0,1,0,1,0,1,86.23
0,0,0,0,1,1,1,78.63
0,0,1,1,1,1,0,86.05
0,0,0,0,0,0,0,74.73
0,0,1,1,0,0,0,77.55
0,1,1,1,1,1,0,78.17
0,1,0,0,1,1,1,71.16
0,1,0,0,0,0,0,71.11
1,1,1,0,0,0,1,78.29
1,1,0,1,1,1,0,83.12
1,1,0,1,1,0,1,79.96
1,1,1,1,0,0,0,80.96
0,0,0,1,1,0,0,81.55
1,1,1,1,0,1,0,77.05
0,1,1,1,0,0,1,75.51
0,1,1,1,1,0,1,76.45
0,1,0,1,0,0,0,71.01
1,0,0,1,0,1,0,78.2
0,0,0,0,1,1,0,78.19
0,0,1,0,0,1,0,74.83
0,0,0,0,0,0,0,79.02
0,1,1,0,0,0,1,78.17
0,0,1,0,0,1,0,86.18
1,0,0,1,1,0,1,85.66
0,1,0,1,1,0,0,79.88
0,1,1,1,1,1,0,79.71
0,1,0,1,0,0,1,74.21
0,1,1,1,1,0,1,74.24
0,0,1,0,0,0,0,81.01
1,1,0,1,1,1,1,73.92
1,0,0,1,0,0,0,78.69
0,0,1,0,0,0,1,80.68
1,1,1,0,1,1,0,86.01
0,1,1,0,0,1,0,79.47
0,0,0,1,0,0,1,72.31
1,0,0,1,0,1,1,77.78
1,0,1,0,0,0,0,69.88
1,1,1,1,0,1,0,82.15
0,0,1,0,1,1,1,76.34
1,1,1,1,1,0,0,81.43
1,1,0,0,0,1,0,76.09
0,1,0,0,1,1,0,73.99
0,1,0,1,1,1,1,78.29
1,0,0,0,1,1,0,79.41
1,0,0,1,0,1,0,80.47
0,0,1,1,1,0,1,77.17
0,1,0,0,1,1,1,81.85
0,0,1,0,1,0,1,76.65
1,0,1,0,1,1,0,70.64
0,1,1,1,1,1,0,71.69
0,1,1,1,0,1,1,75.64
1,0,0,1,0,0,1,82.08
1,0,1,0,0,1,1,74.99
0,1,0,0,0,1,0,82.95
1,1,1,0,1,0,0,74.79
1,1,1,0,1,1,1,82.36
1,1,0,1,1,0,0,71.66
1,1,1,1,0,0,0,86.34
0,0,1,1,0,1,1,84.23
0,1,0,0,1,0,1,77.97
1,1,1,1,0,1,0,78.42
0,1,1,1,1,1,0,81.56
0,1,1,1,1,1,1,87.72
0,1,1,1,1,0,0,79.91
0,0,0,0,1,0,1,82.43
1,1,1,1,0,0,1,73.31
1,0,0,0,0,1,1,76.25
0,0,0,1,0,0,0,70.6
0,1,1,1,0,0,0,77.5
0,0,1,1,0,0,0,82.63
0,1,1,0,1,0,1,79.68
0,0,1,1,1,0,1,69.73
1,1,0,0,1,1,0,79.81
0,0,0,1,0,0,1,73.3
0,1,1,0,0,0,0,71.62
1,1,0,0,1,0,1,75.36
0,1,0,1,0,1,0,78.69
0,0,1,0,1,1,1,70.09
1,1,1,1,1,0,0,64.28
1,0,1,1,1,0,0,79.42
0,1,0,0,0,0,0,69.32
0,1,1,1,1,1,1,78.78
1,1,1,0,0,0,0,72.24
0,0,1,0,0,1,1,81.54
0,1,0,1,0,1,0,86.21
0,0,0,0,0,0,0,81.03
0,1,1,1,1,0,1,70.73
0,1,1,1,1,1,1,81.87
1,0,1,1,0,1,0,76.1
0,0,1,0,0,1,1,78.04
1,1,1,0,1,1,0,76.6
0,1,1,1,1,0,0,77.14
1,1,1,1,1,1,0,87.05
0,1,0,1,0,0,1,81.97
0,0,0,1,1,0,1,86.89
1,1,1,0,0,1,0,72.17
0,1,1,1,0,0,1,78.59
1,0,0,0,0,0,1,82.54
1,0,1,0,1,1,0,73.44
1,0,0,0,0,0,0,78.03
1,0,1,0,1,0,0,77.27
1,0,1,1,1,0,0,90.06
0,0,1,0,0,0,0,72.83
1,1,1,1,1,0,1,78.63
0,0,1,0,1,0,0,80.2
0,0,0,1,0,1,1,79.85
1,1,1,0,0,1,1,72.73
1,0,0,0,1,1,0,85.91
0,1,1,1,0,0,0,74.89
0,1,1,0,0,0,0,79.65
1,1,1,1,0,1,1,79.62
0,0,0,0,0,1,1,85.47
0,0,0,1,1,1,0,70.32
0,0,1,1,0,0,0,78.96
0,1,0,0,0,1,1,78.93
1,0,1,1,0,1,1,74.78
0,1,0,0,0,1,0,70.36
1,0,1,0,0,1,1,84.79
0,0,0,1,0,1,0,69.59
0,1,1,0,0,1,1,83.14
1,0,0,0,1,1,0,69.52
0,1,0,1,1,1,0,79.29
0,1,1,0,1,1,1,81.19
0,0,0,1,1,1,0,79.02
1,1,1,1,0,0,0,75.65
1,0,1,1,0,0,0,81.35
1,0,0,0,1,1,0,81.04
1,1,0,1,1,1,1,82.01
1,0,0,1,0,0,0,70.35
1,0,1,1,1,1,1,84.5
0,1,0,1,0,1,0,71.48
1,1,0,0,1,1,1,80.09
1,0,0,0,1,1,1,81.25
0,1,1,1,0,0,1,79.54
0,1,0,1,1,1,0,73.88
1,0,0,1,1,1,0,85.53
0,0,1,0,0,1,1,83.2
1,0,1,1,1,0,1,77.23
0,1,1,0,0,1,0,71.23
1,0,0,1,1,1,0,72.99
0,1,0,0,1,1,0,81.24
0,0,1,1,0,1,0,82.34
0,1,1,0,1,1,0,83.28
1,1,1,0,0,1,0,68.33
0,1,0,1,0,0,0,78.54
1,0,1,0,1,0,0,77.31
1,1,0,1,1,1,0,71.85
1,1,1,1,1,1,1,77.46
1,1,0,1,1,0,0,82.34
1,1,0,1,0,0,1,81.34
1,0,1,1,0,1,0,77.55
0,0,1,0,1,1,0,75.99
1,0,0,1,1,0,1,68.16
0,0,1,0,0,1,1,81.41
0,0,1,1,0,0,1,81.95
0,0,1,1,1,0,1,83.94
0,0,0,0,0,0,0,84.36
1,0,0,1,0,1,1,77.99
0,0,1,0,0,0,0,79.12
1,1,1,0,1,0,1,79.91
0,0,0,0,0,0,0,75.01
0,1,0,1,1,0,0,81.29
1,0,0,1,0,0,1,75.62
1,0,1,1,0,0,1,84.97
1,1,1,0,0,1,0,83.0
0,0,0,0,0,1,0,83.06
0,0,1,1,1,1,1,76.55
1,1,0,0,1,1,0,73.0
0,1,1,1,0,1,1,82.94
0,1,1,1,1,1,0,71.5
0,0,0,1,1,0,1,77.07
0,0,1,0,1,0,1,75.99
0,0,0,1,0,0,1,80.99
0,0,1,0,1,1,1,82.24
0,1,0,1,0,0,1,81.41
0,0,0,0,1,0,1,73.57
1,1,0,1,0,0,0,80.83
0,1,0,1,0,1,1,75.19
1,0,1,0,1,0,1,74.25
1,0,0,0,1,0,0,79.41
0,1,0,1,1,1,1,71.34
1,1,1,0,0,1,0,75.6
1,0,1,0,1,0,1,73.37
1,0,0,0,1,0,0,84.98
0,1,0,0,1,0,0,82.18
1,1,1,1,0,0,1,89.51
0,1,0,1,1,0,1,81.16
0,0,1,0,0,0,0,81.27
1,1,1,0,0,1,1,76.21
1,1,1,1,1,0,0,75.13
0,1,0,0,1,1,1,70.73
1,0,0,1,0,0,0,82.41
0,1,1,1,1,0,0,82.0
1,0,0,0,0,0,1,84.44
1,1,1,0,0,0,1,70.47
0,1,0,1,1,0,1,76.32
0,0,1,1,1,0,0,75.72
0,0,0,0,1,1,0,78.91
1,1,0,1,1,0,1,75.95
1,1,0,0,1,0,0,79.83
1,1,1,0,0,1,0,86.27
1,0,0,0,1,1,0,83.69
0,0,1,1,1,1,1,70.14
0,0,1,0,0,1,0,87.19
1,0,0,1,1,1,1,77.4
1,1,0,1,0,0,1,78.64
0,1,0,0,1,0,1,78.94
1,1,0,1,1,1,0,81.91
1,0,0,0,0,1,0,72.09
1,0,0,0,0,1,0,70.69
1,0,0,0,1,0,0,63.55
1,0,0,0,0,0,0,96.52
0,1,1,0,1,1,1,76.47
0,1,0,1,0,0,1,73.47
0,0,0,0,1,1,0,73.49
0,0,0,0,0,0,1,80.53
0,0,0,1,1,1,0,69.79
0,1,1,1,1,1,0,67.01
0,1,1,0,0,1,1,86.06
1,1,1,1,0,1,1,75.94
1,1,0,0,0,0,0,72.18
1,1,1,0,1,1,0,79.95
1,1,0,0,0,0,1,77.71
0,1,0,1,0,0,0,76.78
0,0,1,0,1,0,1,67.89
0,0,0,1,1,1,0,79.01
1,0,0,0,1,1,0,81.02
1,1,0,0,1,0,0,68.19
1,1,1,0,1,1,0,76.93
0,1,1,1,1,1,0,70.69
1,0,0,1,1,1,1,87.55
0,0,1,1,0,0,0,73.66
1,0,1,0,0,0,1,73.62
1,0,1,0,1,0,1,73.64
0,1,1,1,1,0,0,74.53
0,1,0,1,0,1,0,76.45
1,1,1,0,0,1,1,77.28
1,1,0,0,1,1,1,74.9
1,1,0,0,0,1,0,78.42
0,0,1,0,0,0,0,76.14
1,1,0,1,0,1,0,86.42
1,0,0,0,1,0,1,71.54
0,1,0,0,0,0,1,77.0
0,1,1,0,1,0,1,73.8
1,1,1,1,1,1,0,76.01
1,1,0,1,0,0,0,76.97
1,1,1,1,0,1,1,76.45
1,0,0,0,0,0,0,72.11
1,1,1,0,0,0,0,89.1
0,0,1,0,1,1,1,82.54
0,1,0,1,0,1,0,78.2
1,1,0,0,0,0,1,71.74
1,0,1,1,0,1,0,76.84
0,0,1,1,1,0,0,77.76
1,0,0,1,1,0,0,74.18
1,0,0,1,1,0,0,72.5
0,1,0,1,1,0,1,70.98
1,1,1,0,1,1,1,71.0
1,0,1,1,1,0,0,81.76
0,0,1,0,0,0,1,81.95
0,0,0,0,1,1,1,84.71
1,1,0,0,0,1,0,78.4
1,0,0,1,0,0,0,75.74
1,0,0,1,0,1,0,85.65
0,0,1,1,0,1,0,85.82
1,0,1,0,1,0,1,82.15
1,1,1,1,0,0,0,78.91
0,1,1,0,0,1,0,83.25
0,1,0,0,0,1,0,79.72
0,1,1,1,0,0,1,70.51
0,1,1,0,1,0,1,76.94
1,1,0,1,1,0,0,66.58
1,0,0,1,1,1,1,76.9
0,0,0,0,1,0,1,73.28
1,0,0,1,0,1,0,83.07
0,0,0,1,1,1,1,72.65
0,0,0,1,0,1,1,79.97
1,1,0,1,1,0,1,83.26
1,1,0,1,0,1,1,83.59
1,0,1,1,1,0,1,73.55
1,0,1,0,0,0,1,76.12
0,1,1,1,1,0,0,87.46
0,1,0,1,1,1,1,72.39
0,1,0,0,1,0,1,79.46
0,1,0,0,0,0,1,79.23
0,0,1,0,0,1,1,73.04
1,0,1,1,0,1,1,87.42
1,0,1,1,0,1,1,77.52
1,1,1,0,0,0,1,80.58
0,1,0,0,0,1,0,80.89
1,1,1,1,0,1,1,89.42
1,0,1,0,1,0,0,65.12
0,1,0,0,1,1,0,86.04
0,1,0,0,1,0,0,71.31
0,0,0,0,1,1,0,72.61
0,0,1,1,0,1,0,78.87
1,1,1,0,0,1,0,88.69
0,0,0,1,0,0,1,76.04
1,1,1,0,0,1,0,80.83
0,1,1,0,0,1,1,72.78
0,0,0,1,1,0,0,69.76
1,0,1,0,0,1,1,73.56
1,0,0,0,0,0,1,77.3
0,0,0,1,1,1,1,77.08
0,0,0,0,0,1,1,79.38
1,1,1,1,1,1,0,84.55
0,0,0,0,0,1,1,76.62
1,0,0,0,0,1,1,83.3
1,1,1,1,0,1,1,82.6
1,1,1,0,0,1,0,73.96
0,1,0,0,1,0,0,77.89
0,0,1,0,1,1,0,75.21
1,1,1,1,0,0,0,77.19
0,0,0,0,1,0,0,84.76
1,1,1,0,1,0,0,77.59
1,0,0,1,0,1,0,79.13
0,1,0,1,0,1,1,78.2
0,0,0,0,0,1,1,72.2
0,0,1,0,0,0,0,86.49
0,0,0,1,1,1,0,74.41
0,0,1,1,0,1,0,77.07
1,0,1,0,1,1,0,83.04
0,1,1,1,0,1,1,73.0
0,0,0,1,1,0,0,88.9
1,1,1,0,1,0,1,87.16
0,0,1,0,0,1,0,78.39
1,1,1,1,0,1,0,79.78
1,0,0,1,0,1,1,88.29
0,0,1,0,1,0,0,82.82
0,0,1,1,1,1,0,82.62
1,0,0,1,1,1,1,86.73
0,1,0,1,1,0,0,69.95
0,0,1,1,0,1,1,77.79
1,1,0,0,0,1,1,85.8
0,1,1,0,1,0,1,87.48
1,1,0,1,1,1,0,81.34
1,0,0,1,0,1,0,76.45
0,0,1,1,1,0,1,67.93
0,0,1,0,0,0,0,75.86
1,1,1,1,0,1,0,69.71
1,1,0,0,1,1,1,80.96
0,1,1,1,1,1,0,75.95
1,0,1,0,0,0,1,73.58
0,0,0,1,1,1,0,76.21
1,0,1,0,0,1,1,77.92
0,0,1,0,0,1,0,77.48
1,0,1,1,0,0,1,79.35
1,0,1,0,0,0,1,73.57
1,0,0,1,0,0,0,74.3
1,0,1,0,0,1,1,72.33
1,0,1,1,1,0,1,77.12
0,0,0,0,1,0,1,66.73
0,1,0,1,1,1,0,73.46
0,0,1,0,0,1,1,74.6
1,0,1,0,1,0,1,77.35
1,1,0,0,1,0,0,84.11
1,1,0,1,1,1,1,77.63
1,1,1,0,1,0,0,78.44
1,0,0,1,1,1,1,78.89
1,0,0,1,1,0,1,74.26
0,0,1,0,1,1,0,69.43
1,1,1,0,0,0,1,76.51
0,1,0,1,1,1,1,79.49
1,0,1,0,0,1,0,80.37
1,1,0,1,1,1,0,77.36
1,1,0,1,1,1,1,67.73
1,0,1,1,0,1,1,79.22
0,0,0,1,0,0,0,75.64
0,0,0,0,0,0,0,81.75
1,0,0,0,1,0,0,76.0
0,1,1,1,1,1,1,80.12
0,0,1,0,1,0,0,80.27
1,0,0,0,0,1,0,75.86
0,1,1,0,1,1,0,77.38
0,1,0,0,1,0,1,84.91
0,0,1,0,1,0,0,79.04
1,1,1,0,0,1,1,67.39
0,0,0,1,1,1,1,81.67
1,1,1,0,0,1,0,75.25
1,1,1,0,1,0,1,79.73
0,1,1,0,1,1,0,82.95
0,1,1,0,0,0,1,76.9
1,1,0,1,0,0,0,76.44
0,1,0,1,1,1,1,74.74
1,1,1,1,1,0,1,83.04
0,1,0,1,0,0,0,70.06
0,0,1,1,0,0,1,85.03
0,0,1,0,1,1,0,77.89
1,1,0,1,1,0,1,64.46
0,1,0,0,1,1,0,83.52
0,1,0,1,0,0,0,72.84
0,1,1,1,0,0,1,79.19
1,1,1,1,0,0,1,85.15
1,1,0,1,1,1,1,83.12
0,0,0,0,1,1,1,75.81
1,1,1,0,1,0,1,79.43
1,1,0,1,0,0,1,70.83
0,1,0,0,0,0,0,74.72
0,1,1,1,1,0,0,78.42
0,1,0,1,0,1,0,72.6
0,1,1,1,1,1,0,78.81
1,0,1,0,0,1,0,83.06
1,1,0,1,0,0,1,78.39
0,1,1,0,1,1,0,80.87
1,1,1,0,1,1,1,71.69
0,1,0,1,0,0,0,75.29
0,1,0,0,1,0,0,74.58
1,0,0,1,0,0,1,81.94
0,0,0,0,0,0,1,79.29
1,0,0,0,1,0,1,80.34
0,1,0,0,0,1,1,75.0
0,1,1,0,1,0,1,76.71
0,1,1,0,1,1,0,68.22
0,0,1,0,0,1,0,82.37
1,0,0,0,0,0,1,76.71
1,0,0,1,1,0,0,86.05
1,0,0,1,1,0,1,80.47
1,1,0,0,1,1,1,75.59
0,0,0,0,0,0,0,75.21
1,0,0,1,0,1,0,72.13
1,0,1,0,1,1,1,77.28
0,0,0,1,0,0,1,66.83
0,1,0,0,0,0,0,73.99
1,1,0,0,1,1,1,75.83
0,1,1,0,1,1,0,80.74
1,1,1,0,0,0,1,77.53
0,1,1,0,1,0,1,81.93
1,0,0,0,1,1,1,75.05
0,1,1,0,1,1,1,75.7
1,1,1,0,0,0,0,82.65
0,0,0,0,1,0,0,76.83
1,0,1,1,1,0,0,73.97
0,0,1,0,0,1,1,75.06
1,1,1,0,0,0,0,76.48
0,0,0,1,1,1,0,81.52
0,1,1,1,0,0,1,68.15
0,0,1,1,0,1,1,84.45
1,1,1,1,0,0,0,69.3
0,0,0,1,0,1,0,76.87
1,0,0,0,0,0,0,76.74
0,0,1,0,1,1,0,90.92
1,1,0,1,0,1,1,76.55
0,1,1,0,0,1,1,76.67
0,1,1,1,0,0,0,84.98
1,1,1,1,0,1,0,77.24
1,0,0,1,1,1,0,67.67
1,1,0,1,0,1,1,65.86
0,0,0,1,0,1,0,67.55
0,0,1,0,0,1,1,76.35
0,0,1,1,1,1,1,77.64
1,0,0,0,0,1,1,78.48
0,0,0,1,1,1,1,86.5
0,0,0,1,1,1,0,79.84
0,1,0,1,1,0,0,80.17
0,1,0,1,0,0,1,78.8
0,0,1,1,1,1,1,78.2
0,1,1,1,1,0,0,76.27
1,1,1,1,0,0,0,73.05
1,0,1,0,1,1,0,73.41
0,0,0,1,1,0,1,82.28
1,0,0,1,1,0,0,68.63
1,0,1,1,1,1,0,81.67
1,1,0,1,0,0,1,83.07
1,0,0,0,1,0,0,76.68
1,1,1,0,0,1,0,75.65
0,0,1,1,0,1,0,78.24
0,1,0,1,1,0,1,78.49
1,0,1,1,0,1,0,69.31
1,1,0,0,1,0,1,75.93
1,0,1,1,0,1,1,80.27
0,0,1,1,1,0,1,68.44
0,1,1,0,0,1,1,76.06
0,0,0,1,0,1,1,66.83
0,1,0,0,1,1,1,80.69
0,0,0,1,1,0,0,89.8
0,1,1,0,0,1,1,77.26
0,0,0,1,1,1,1,76.91
0,1,1,0,1,0,0,84.28
0,0,1,1,1,1,0,77.59
0,0,1,1,1,1,1,79.17
0,0,1,1,1,0,0,87.34
0,0,1,0,0,1,1,75.31
1,1,0,1,0,1,0,75.0
0,1,0,0,0,1,0,75.92
0,1,0,0,1,0,0,78.62
1,1,1,1,0,1,0,75.47
0,0,0,0,1,1,0,77.72
0,1,0,1,1,0,1,73.41
0,0,1,0,0,0,1,80.3
0,1,1,1,0,0,0,69.9
0,0,1,0,1,1,1,83.28
0,1,1,0,0,1,0,76.14
0,0,0,1,1,0,1,73.8
0,1,1,1,0,0,0,76.73
1,1,0,1,0,0,1,78.36
1,1,0,0,1,1,1,75.33
0,0,0,0,0,0,0,79.98
0,0,0,1,0,0,1,74.18
0,1,0,0,1,1,1,73.18
0,0,0,0,0,1,1,77.05
0,0,0,1,1,0,0,80.92
1,1,0,1,1,0,1,72.44
1,0,0,1,1,1,0,83.66
0,0,0,1,1,1,0,77.16
0,0,1,0,0,0,1,78.91
1,0,0,1,1,0,1,88.33
0,0,1,1,1,0,0,80.27
1,1,1,1,1,0,0,80.37
1,0,1,1,1,0,0,75.02
1,1,1,0,0,0,1,71.71
0,1,0,1,1,0,1,81.94
1,0,1,0,0,0,1,72.56
0,0,0,1,0,1,1,72.36
0,0,1,1,0,1,0,79.82
1,1,1,0,1,0,1,73.57
1,1,1,0,0,1,0,73.1
0,1,1,0,0,1,0,79.39
1,1,0,1,0,1,0,87.39
0,1,0,1,0,0,1,80.83
0,1,0,1,1,1,1,71.11
0,0,1,0,0,0,1,76.44
1,0,1,1,0,0,0,79.41
1,1,0,1,1,0,0,67.03
1,0,1,1,1,1,0,76.97
0,1,1,1,1,1,1,72.45
1,0,0,0,0,0,0,81.38
1,1,1,1,0,0,0,68.95
0,1,0,1,1,1,0,80.78
0,0,1,1,0,0,0,88.76
1,1,0,0,1,1,0,82.24
1,0,1,0,1,1,1,79.45
0,0,1,1,1,1,1,79.88
0,1,1,0,1,1,0,72.96
1,0,1,0,1,0,0,79.6
0,1,0,1,1,0,1,72.87
0,1,0,0,1,0,0,85.87
1,0,0,0,0,0,1,78.51
1,0,0,1,0,0,1,78.29
1,1,0,1,1,1,0,79.55
1,0,0,0,1,1,0,78.07
1,0,1,0,1,1,0,74.97
0,0,1,1,0,1,1,83.58
1,1,1,1,1,1,0,84.83
1,1,0,1,0,1,1,79.86
1,1,1,0,0,1,1,69.84
1,0,0,1,0,1,0,77.01
1,1,1,0,0,0,0,79.13
1,0,0,0,1,1,1,78.07
0,1,0,0,0,0,0,78.1
0,1,0,0,1,0,0,76.85
0,1,0,1,0,0,0,81.45
1,0,0,1,1,1,0,70.04
0,1,1,0,1,0,0,75.86
0,1,0,0,0,1,0,83.65
1,0,1,0,0,0,0,80.97
1,1,0,0,0,1,0,82.33
0,0,1,0,1,1,0,75.78
1,0,1,0,1,1,1,74.03
1,0,0,1,0,1,1,88.94
0,0,0,1,0,0,0,85.27
1,1,0,0,1,0,0,84.67
0,0,0,0,1,0,0,79.54
1,1,0,0,0,1,0,76.61
1,1,0,0,0,1,0,79.37
0,0,1,0,1,1,0,75.02
0,0,0,1,1,0,0,69.65
0,0,0,0,1,1,1,82.43
1,1,0,1,0,1,1,69.35
0,1,0,0,0,1,1,82.34
0,0,1,1,1,0,1,76.74
0,1,1,1,0,1,0,86.41
1,1,1,1,1,0,0,79.39
1,1,0,0,1,1,0,85.59
1,1,0,1,1,1,1,73.19
1,0,0,0,0,1,1,71.58
1,1,0,1,1,1,0,95.19
1,1,1,0,1,1,1,83.71
1,0,1,0,1,0,1,84.26
0,1,1,0,1,0,1,82.59
1,1,1,0,1,1,0,74.0
1,1,0,0,1,1,1,80.22
0,1,0,1,1,1,1,80.98
0,1,0,0,1,0,1,86.45
0,0,0,1,1,0,1,77.36
1,1,1,0,0,1,0,75.27
0,0,1,0,1,1,1,80.66
0,0,1,0,1,1,0,79.03
1,0,0,0,1,1,1,77.24
1,1,1,0,1,1,1,78.41
1,0,0,1,0,0,0,75.71
0,1,0,0,0,1,1,75.22
1,0,0,1,0,1,0,79.47
0,1,0,1,0,0,1,76.25
1,1,0,0,1,1,1,79.42
0,1,0,0,1,0,1,75.63
